#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 418300      4.44e-02    4.18e-02      5.02e-04    8.70e-05      3.98e-02    3.81e-02    2.0e-07
 418400      4.11e-02    4.34e-02      3.12e-04    6.17e-04      3.73e-02    3.89e-02    2.0e-07
 418500      4.08e-02    4.53e-02      2.74e-04    6.96e-04      3.70e-02    4.04e-02    2.0e-07
 418600      4.44e-02    4.37e-02      2.95e-04    4.87e-05      4.02e-02    3.99e-02    2.0e-07
 418700      4.31e-02    3.87e-02      4.23e-04    1.39e-05      3.88e-02    3.54e-02    2.0e-07
 418800      4.30e-02    4.16e-02      3.91e-04    2.49e-04      3.87e-02    3.79e-02    2.0e-07
 418900      4.31e-02    4.03e-02      1.07e-04    1.21e-04      3.93e-02    3.68e-02    2.0e-07
 419000      4.44e-02    3.87e-02      4.77e-04    4.67e-05      4.01e-02    3.53e-02    2.0e-07
 419100      4.04e-02    3.97e-02      1.02e-04    1.19e-04      3.68e-02    3.62e-02    2.0e-07
 419200      4.40e-02    4.02e-02      5.87e-04    5.53e-04      3.93e-02    3.60e-02    2.0e-07
 419300      3.96e-02    4.00e-02      3.17e-04    2.70e-05      3.59e-02    3.65e-02    2.0e-07
 419400      4.33e-02    4.27e-02      2.23e-04    2.02e-05      3.93e-02    3.90e-02    2.0e-07
 419500      4.58e-02    4.09e-02      7.42e-04    5.43e-04      4.05e-02    3.67e-02    2.0e-07
 419600      4.25e-02    4.43e-02      1.61e-04    6.17e-04      3.87e-02    3.97e-02    2.0e-07
 419700      4.32e-02    4.11e-02      5.62e-04    5.10e-05      3.87e-02    3.75e-02    2.0e-07
 419800      4.06e-02    4.09e-02      2.20e-04    1.57e-05      3.70e-02    3.74e-02    2.0e-07
 419900      4.02e-02    4.45e-02      2.56e-04    3.07e-05      3.66e-02    4.06e-02    2.0e-07
 420000      4.07e-02    4.12e-02      2.72e-04    3.08e-05      3.73e-02    3.79e-02    1.8e-07
 420100      4.21e-02    4.08e-02      3.37e-04    4.06e-04      3.83e-02    3.72e-02    1.8e-07
 420200      4.22e-02    4.32e-02      3.57e-04    2.99e-04      3.85e-02    3.96e-02    1.8e-07
 420300      4.19e-02    4.22e-02      4.03e-04    7.15e-04      3.80e-02    3.77e-02    1.8e-07
 420400      4.36e-02    4.11e-02      6.15e-04    8.04e-04      3.90e-02    3.64e-02    1.8e-07
 420500      4.38e-02    4.97e-02      3.19e-04    3.84e-04      3.99e-02    4.54e-02    1.8e-07
 420600      4.35e-02    4.52e-02      3.99e-04    1.38e-04      3.95e-02    4.16e-02    1.8e-07
 420700      4.28e-02    4.14e-02      4.56e-04    1.90e-04      3.89e-02    3.80e-02    1.8e-07
 420800      4.04e-02    3.30e-02      4.19e-04    1.06e-04      3.67e-02    3.04e-02    1.8e-07
 420900      4.19e-02    4.41e-02      3.83e-04    1.09e-04      3.81e-02    4.05e-02    1.8e-07
 421000      4.25e-02    3.89e-02      3.53e-04    5.72e-05      3.88e-02    3.58e-02    1.8e-07
 421100      4.45e-02    4.15e-02      5.12e-04    2.92e-04      4.03e-02    3.80e-02    1.8e-07
 421200      4.02e-02    4.06e-02      3.04e-04    1.86e-05      3.66e-02    3.73e-02    1.8e-07
 421300      4.05e-02    3.36e-02      1.58e-04    4.43e-04      3.72e-02    3.04e-02    1.8e-07
 421400      4.14e-02    3.88e-02      1.55e-04    6.00e-04      3.80e-02    3.49e-02    1.8e-07
 421500      4.21e-02    4.34e-02      1.56e-04    7.62e-04      3.87e-02    3.87e-02    1.8e-07
 421600      4.39e-02    4.06e-02      3.22e-04    7.31e-04      3.99e-02    3.62e-02    1.8e-07
 421700      4.12e-02    4.32e-02      2.09e-04    1.18e-04      3.78e-02    3.98e-02    1.8e-07
 421800      3.97e-02    4.50e-02      3.21e-04    5.70e-04      3.62e-02    4.08e-02    1.8e-07
 421900      4.07e-02    3.71e-02      3.05e-04    4.23e-04      3.70e-02    3.37e-02    1.8e-07
 422000      4.25e-02    3.86e-02      5.69e-04    1.38e-04      3.84e-02    3.54e-02    1.8e-07
 422100      4.17e-02    4.26e-02      2.26e-04    3.57e-04      3.83e-02    3.90e-02    1.8e-07
 422200      4.19e-02    4.06e-02      4.84e-04    2.24e-04      3.77e-02    3.72e-02    1.8e-07
 422300      4.13e-02    4.51e-02      2.96e-04    1.05e-03      3.76e-02    3.93e-02    1.8e-07
 422400      4.18e-02    4.01e-02      3.13e-04    4.81e-04      3.82e-02    3.64e-02    1.8e-07
 422500      4.27e-02    4.29e-02      3.33e-04    5.42e-04      3.90e-02    3.89e-02    1.8e-07
 422600      4.37e-02    4.05e-02      4.00e-04    4.18e-04      3.98e-02    3.69e-02    1.8e-07
 422700      4.05e-02    3.74e-02      3.69e-04    2.90e-04      3.70e-02    3.42e-02    1.8e-07
 422800      4.32e-02    4.10e-02      6.27e-04    1.29e-04      3.89e-02    3.77e-02    1.8e-07
 422900      4.21e-02    4.41e-02      2.86e-04    3.41e-04      3.85e-02    4.03e-02    1.8e-07
 423000      4.03e-02    3.76e-02      1.63e-04    2.02e-04      3.70e-02    3.45e-02    1.8e-07
 423100      4.20e-02    4.25e-02      1.71e-04    4.27e-04      3.85e-02    3.87e-02    1.8e-07
 423200      4.53e-02    3.30e-02      5.53e-04    4.17e-05      4.10e-02    3.04e-02    1.8e-07
 423300      4.20e-02    4.37e-02      2.51e-04    6.24e-04      3.84e-02    3.94e-02    1.8e-07
 423400      4.21e-02    3.91e-02      4.44e-04    4.05e-04      3.83e-02    3.56e-02    1.8e-07
 423500      4.36e-02    4.10e-02      3.53e-04    4.94e-04      3.98e-02    3.72e-02    1.8e-07
 423600      4.43e-02    4.08e-02      5.03e-04    4.97e-04      4.01e-02    3.70e-02    1.8e-07
 423700      4.35e-02    3.74e-02      4.30e-04    4.18e-04      3.96e-02    3.40e-02    1.8e-07
 423800      4.28e-02    4.46e-02      1.31e-04    3.89e-04      3.94e-02    4.08e-02    1.8e-07
 423900      4.16e-02    3.90e-02      4.42e-04    2.91e-04      3.78e-02    3.57e-02    1.8e-07
 424000      4.04e-02    3.95e-02      3.72e-04    1.37e-04      3.66e-02    3.63e-02    1.8e-07
 424100      4.29e-02    3.96e-02      6.94e-05    2.35e-04      3.94e-02    3.63e-02    1.8e-07
 424200      4.09e-02    4.15e-02      3.48e-04    7.78e-04      3.72e-02    3.69e-02    1.8e-07
 424300      4.37e-02    4.09e-02      3.61e-05    1.92e-04      4.02e-02    3.75e-02    1.8e-07
 424400      4.18e-02    4.01e-02      3.42e-04    2.73e-04      3.82e-02    3.67e-02    1.8e-07
 424500      4.34e-02    4.26e-02      5.03e-04    8.15e-04      3.91e-02    3.78e-02    1.8e-07
 424600      4.46e-02    4.40e-02      4.74e-04    8.67e-04      4.06e-02    3.89e-02    1.8e-07
 424700      4.10e-02    3.97e-02      2.73e-04    3.33e-04      3.75e-02    3.63e-02    1.8e-07
 424800      4.51e-02    4.38e-02      4.13e-04    1.92e-04      4.10e-02    4.02e-02    1.8e-07
 424900      4.12e-02    3.92e-02      4.29e-04    7.29e-05      3.75e-02    3.61e-02    1.8e-07
 425000      4.14e-02    3.81e-02      4.39e-04    4.80e-05      3.80e-02    3.54e-02    1.6e-07
 425100      4.51e-02    4.11e-02      6.28e-04    8.96e-05      4.10e-02    3.81e-02    1.6e-07
 425200      4.16e-02    4.10e-02      1.16e-04    6.96e-05      3.85e-02    3.80e-02    1.6e-07
 425300      4.09e-02    4.07e-02      3.94e-04    2.93e-04      3.75e-02    3.76e-02    1.6e-07
 425400      3.93e-02    4.32e-02      3.18e-04    3.97e-04      3.62e-02    3.98e-02    1.6e-07
 425500      3.93e-02    4.00e-02      1.34e-04    3.65e-04      3.64e-02    3.68e-02    1.6e-07
 425600      3.98e-02    3.96e-02      1.37e-04    4.54e-04      3.69e-02    3.63e-02    1.6e-07
 425700      3.97e-02    4.15e-02      1.86e-04    4.15e-04      3.67e-02    3.81e-02    1.6e-07
 425800      4.29e-02    4.45e-02      4.39e-04    1.01e-03      3.92e-02    3.92e-02    1.6e-07
 425900      4.37e-02    4.28e-02      6.55e-04    9.21e-05      3.92e-02    3.97e-02    1.6e-07
 426000      4.11e-02    4.00e-02      2.75e-04    7.86e-05      3.79e-02    3.71e-02    1.6e-07
 426100      4.36e-02    4.22e-02      3.95e-04    4.02e-04      4.00e-02    3.88e-02    1.6e-07
 426200      4.40e-02    4.09e-02      2.00e-04    1.64e-05      4.06e-02    3.79e-02    1.6e-07
 426300      4.05e-02    3.96e-02      3.46e-04    5.33e-04      3.73e-02    3.61e-02    1.6e-07
 426400      4.41e-02    4.40e-02      3.57e-04    2.49e-04      4.06e-02    4.07e-02    1.6e-07
 426500      4.11e-02    4.11e-02      3.07e-04    1.09e-04      3.79e-02    3.81e-02    1.6e-07
 426600      4.15e-02    3.68e-02      1.74e-04    3.91e-04      3.84e-02    3.38e-02    1.6e-07
 426700      3.90e-02    3.82e-02      3.98e-04    5.31e-04      3.58e-02    3.47e-02    1.6e-07
 426800      4.13e-02    4.03e-02      3.46e-04    2.15e-06      3.80e-02    3.74e-02    1.6e-07
 426900      4.29e-02    3.92e-02      1.23e-04    8.82e-05      3.97e-02    3.63e-02    1.6e-07
 427000      4.23e-02    3.67e-02      5.11e-04    4.96e-05      3.87e-02    3.40e-02    1.6e-07
 427100      4.54e-02    4.32e-02      6.09e-04    1.44e-04      4.12e-02    4.00e-02    1.6e-07
 427200      4.25e-02    4.35e-02      3.08e-04    4.63e-05      3.90e-02    4.03e-02    1.6e-07
 427300      4.24e-02    4.21e-02      2.67e-04    3.07e-04      3.89e-02    3.89e-02    1.6e-07
 427400      4.33e-02    4.09e-02      3.83e-04    6.10e-05      3.98e-02    3.79e-02    1.6e-07
 427500      4.02e-02    4.39e-02      5.19e-04    3.98e-04      3.66e-02    4.04e-02    1.6e-07
 427600      3.94e-02    4.12e-02      1.79e-04    2.16e-04      3.64e-02    3.81e-02    1.6e-07
 427700      4.19e-02    3.92e-02      3.01e-04    2.58e-05      3.86e-02    3.64e-02    1.6e-07
 427800      4.42e-02    4.26e-02      3.84e-04    2.67e-04      4.07e-02    3.93e-02    1.6e-07
 427900      4.21e-02    3.97e-02      3.45e-04    3.55e-05      3.88e-02    3.68e-02    1.6e-07
 428000      4.33e-02    4.16e-02      5.03e-04    5.31e-04      3.94e-02    3.80e-02    1.6e-07
 428100      4.03e-02    4.19e-02      3.60e-04    4.81e-04      3.70e-02    3.83e-02    1.6e-07
 428200      4.04e-02    3.88e-02      2.23e-04    2.46e-04      3.73e-02    3.58e-02    1.6e-07
 428300      4.22e-02    4.05e-02      3.32e-04    8.29e-05      3.89e-02    3.76e-02    1.6e-07
 428400      4.15e-02    4.26e-02      3.41e-04    2.55e-04      3.81e-02    3.93e-02    1.6e-07
 428500      4.00e-02    3.75e-02      2.14e-04    3.46e-05      3.70e-02    3.47e-02    1.6e-07
 428600      4.09e-02    4.54e-02      3.89e-04    1.83e-04      3.74e-02    4.21e-02    1.6e-07
 428700      4.32e-02    4.24e-02      6.04e-04    3.54e-05      3.92e-02    3.93e-02    1.6e-07
 428800      4.24e-02    4.48e-02      6.25e-04    1.05e-03      3.83e-02    3.93e-02    1.6e-07
 428900      4.46e-02    4.92e-02      2.54e-04    3.01e-04      4.11e-02    4.54e-02    1.6e-07
 429000      4.21e-02    4.20e-02      2.66e-04    4.58e-06      3.88e-02    3.90e-02    1.6e-07
 429100      4.17e-02    3.86e-02      2.09e-04    3.26e-06      3.85e-02    3.58e-02    1.6e-07
 429200      4.09e-02    4.25e-02      3.12e-04    4.44e-04      3.77e-02    3.90e-02    1.6e-07
 429300      4.30e-02    4.49e-02      6.67e-04    2.11e-04      3.89e-02    4.15e-02    1.6e-07
 429400      4.20e-02    4.03e-02      1.58e-04    3.69e-04      3.89e-02    3.71e-02    1.6e-07
 429500      4.10e-02    3.76e-02      1.68e-04    3.87e-04      3.79e-02    3.45e-02    1.6e-07
 429600      4.16e-02    4.18e-02      3.81e-04    9.53e-05      3.81e-02    3.88e-02    1.6e-07
 429700      4.17e-02    4.07e-02      3.51e-04    4.08e-04      3.83e-02    3.74e-02    1.6e-07
 429800      4.16e-02    4.41e-02      1.97e-04    9.00e-04      3.85e-02    3.93e-02    1.6e-07
 429900      4.25e-02    4.16e-02      4.69e-04    3.34e-04      3.87e-02    3.83e-02    1.6e-07
 430000      4.19e-02    4.18e-02      1.44e-04    9.06e-04      3.91e-02    3.73e-02    1.5e-07
 430100      4.18e-02    4.03e-02      3.89e-04    2.11e-04      3.87e-02    3.76e-02    1.5e-07
 430200      4.02e-02    3.71e-02      1.73e-04    5.37e-05      3.74e-02    3.46e-02    1.5e-07
 430300      4.24e-02    3.87e-02      2.88e-04    2.74e-04      3.94e-02    3.60e-02    1.5e-07
 430400      4.23e-02    4.24e-02      8.18e-05    4.26e-04      3.95e-02    3.92e-02    1.5e-07
 430500      4.26e-02    4.13e-02      2.96e-04    7.76e-05      3.95e-02    3.86e-02    1.5e-07
 430600      4.06e-02    4.29e-02      3.93e-04    5.46e-04      3.74e-02    3.94e-02    1.5e-07
 430700      4.16e-02    3.93e-02      4.76e-04    3.77e-05      3.82e-02    3.67e-02    1.5e-07
 430800      4.41e-02    4.08e-02      4.46e-04    2.75e-04      4.05e-02    3.79e-02    1.5e-07
 430900      4.09e-02    3.94e-02      1.62e-04    9.24e-05      3.81e-02    3.68e-02    1.5e-07
 431000      4.09e-02    4.79e-02      1.61e-04    5.27e-04      3.81e-02    4.42e-02    1.5e-07
 431100      4.15e-02    4.36e-02      3.03e-04    1.70e-04      3.85e-02    4.06e-02    1.5e-07
 431200      4.22e-02    3.68e-02      3.55e-04    1.63e-05      3.90e-02    3.43e-02    1.5e-07
 431300      4.11e-02    4.07e-02      4.29e-04    7.07e-05      3.79e-02    3.80e-02    1.5e-07
 431400      4.36e-02    4.04e-02      4.30e-04    3.53e-04      4.01e-02    3.74e-02    1.5e-07
 431500      3.98e-02    4.31e-02      3.81e-04    4.58e-04      3.66e-02    3.98e-02    1.5e-07
 431600      3.90e-02    3.95e-02      1.82e-04    1.36e-04      3.63e-02    3.68e-02    1.5e-07
 431700      3.98e-02    3.71e-02      1.48e-04    4.22e-04      3.71e-02    3.42e-02    1.5e-07
 431800      4.08e-02    4.25e-02      2.91e-04    6.67e-04      3.78e-02    3.87e-02    1.5e-07
 431900      4.34e-02    4.06e-02      4.07e-04    4.18e-05      4.02e-02    3.79e-02    1.5e-07
 432000      4.30e-02    3.96e-02      2.52e-04    3.54e-05      3.99e-02    3.70e-02    1.5e-07
 432100      4.07e-02    4.51e-02      2.41e-04    1.71e-05      3.78e-02    4.21e-02    1.5e-07
 432200      4.16e-02    3.88e-02      3.65e-04    7.33e-06      3.84e-02    3.62e-02    1.5e-07
 432300      4.03e-02    4.07e-02      3.57e-04    1.26e-04      3.72e-02    3.80e-02    1.5e-07
 432400      4.18e-02    4.34e-02      3.20e-04    2.88e-04      3.87e-02    4.03e-02    1.5e-07
 432500      4.03e-02    4.29e-02      1.75e-04    5.20e-05      3.75e-02    4.01e-02    1.5e-07
 432600      4.45e-02    3.83e-02      6.91e-04    7.15e-04      4.06e-02    3.45e-02    1.5e-07
 432700      4.18e-02    4.10e-02      8.87e-05    3.77e-04      3.90e-02    3.79e-02    1.5e-07
 432800      4.04e-02    3.90e-02      2.01e-04    4.40e-06      3.74e-02    3.64e-02    1.5e-07
 432900      4.15e-02    3.77e-02      3.68e-04    3.09e-04      3.83e-02    3.50e-02    1.5e-07
 433000      4.18e-02    4.36e-02      3.47e-04    2.36e-04      3.87e-02    4.06e-02    1.5e-07
 433100      4.32e-02    3.89e-02      3.24e-04    1.08e-04      4.00e-02    3.63e-02    1.5e-07
 433200      4.22e-02    4.07e-02      5.07e-04    1.95e-04      3.87e-02    3.80e-02    1.5e-07
 433300      4.03e-02    4.33e-02      3.21e-04    2.38e-04      3.73e-02    4.03e-02    1.5e-07
 433400      4.19e-02    4.11e-02      8.48e-04    1.02e-04      3.74e-02    3.83e-02    1.5e-07
 433500      4.16e-02    4.00e-02      3.97e-04    6.26e-05      3.84e-02    3.73e-02    1.5e-07
 433600      3.93e-02    3.91e-02      4.08e-04    4.58e-04      3.62e-02    3.61e-02    1.5e-07
 433700      4.19e-02    4.14e-02      2.38e-04    8.88e-05      3.90e-02    3.86e-02    1.5e-07
 433800      4.37e-02    4.30e-02      4.54e-04    4.02e-04      4.01e-02    3.98e-02    1.5e-07
 433900      4.36e-02    4.08e-02      2.90e-04    1.74e-04      4.05e-02    3.80e-02    1.5e-07
 434000      4.23e-02    4.07e-02      2.80e-04    4.37e-05      3.93e-02    3.80e-02    1.5e-07
 434100      4.13e-02    4.00e-02      4.28e-04    2.00e-05      3.81e-02    3.73e-02    1.5e-07
 434200      4.42e-02    4.01e-02      1.87e-04    1.74e-04      4.11e-02    3.73e-02    1.5e-07
 434300      3.88e-02    3.94e-02      1.70e-04    5.08e-04      3.61e-02    3.62e-02    1.5e-07
 434400      4.04e-02    4.30e-02      3.32e-04    6.82e-04      3.71e-02    3.92e-02    1.5e-07
 434500      4.00e-02    4.21e-02      9.56e-05    1.95e-04      3.74e-02    3.92e-02    1.5e-07
 434600      4.07e-02    4.14e-02      2.65e-04    8.96e-05      3.78e-02    3.87e-02    1.5e-07
 434700      4.36e-02    4.20e-02      3.55e-04    3.78e-04      4.03e-02    3.89e-02    1.5e-07
 434800      4.16e-02    4.04e-02      1.75e-04    4.52e-05      3.88e-02    3.77e-02    1.5e-07
 434900      4.28e-02    3.92e-02      2.43e-04    2.89e-04      3.97e-02    3.64e-02    1.5e-07
 435000      4.31e-02    4.19e-02      5.37e-04    1.29e-04      3.98e-02    3.93e-02    1.3e-07
 435100      4.18e-02    4.27e-02      2.88e-04    6.57e-04      3.88e-02    3.92e-02    1.3e-07
 435200      4.13e-02    3.68e-02      2.96e-04    4.46e-04      3.86e-02    3.41e-02    1.3e-07
 435300      4.41e-02    4.19e-02      5.84e-04    5.51e-04      4.06e-02    3.87e-02    1.3e-07
 435400      3.90e-02    3.96e-02      2.27e-04    5.30e-05      3.65e-02    3.72e-02    1.3e-07
 435500      4.00e-02    4.16e-02      4.39e-04    1.86e-05      3.71e-02    3.91e-02    1.3e-07
 435600      4.26e-02    4.20e-02      1.80e-04    2.93e-04      3.99e-02    3.92e-02    1.3e-07
 435700      3.94e-02    4.27e-02      2.35e-04    1.95e-05      3.69e-02    4.01e-02    1.3e-07
 435800      4.16e-02    4.11e-02      6.16e-04    7.30e-04      3.81e-02    3.74e-02    1.3e-07
 435900      3.95e-02    4.06e-02      7.21e-05    2.24e-04      3.71e-02    3.80e-02    1.3e-07
 436000      4.26e-02    3.89e-02      3.43e-04    3.44e-04      3.96e-02    3.63e-02    1.3e-07
 436100      3.79e-02    3.62e-02      1.79e-04    4.63e-05      3.54e-02    3.40e-02    1.3e-07
 436200      4.36e-02    4.45e-02      3.43e-04    7.44e-04      4.04e-02    4.07e-02    1.3e-07
 436300      4.06e-02    3.86e-02      3.44e-04    5.52e-05      3.78e-02    3.62e-02    1.3e-07
 436400      4.05e-02    4.01e-02      1.78e-04    1.33e-04      3.79e-02    3.76e-02    1.3e-07
 436500      4.34e-02    3.91e-02      4.72e-04    7.26e-04      4.03e-02    3.55e-02    1.3e-07
 436600      4.04e-02    4.13e-02      2.42e-04    6.10e-04      3.77e-02    3.79e-02    1.3e-07
 436700      3.93e-02    4.08e-02      2.77e-04    3.93e-04      3.65e-02    3.80e-02    1.3e-07
 436800      4.34e-02    3.77e-02      5.15e-04    2.62e-05      4.01e-02    3.54e-02    1.3e-07
 436900      4.16e-02    4.50e-02      6.68e-04    6.17e-04      3.77e-02    4.15e-02    1.3e-07
 437000      4.32e-02    4.27e-02      1.93e-04    6.53e-05      4.05e-02    4.01e-02    1.3e-07
 437100      3.89e-02    3.88e-02      2.93e-04    1.93e-04      3.63e-02    3.64e-02    1.3e-07
 437200      4.29e-02    4.02e-02      5.43e-04    1.88e-04      3.96e-02    3.76e-02    1.3e-07
 437300      3.97e-02    3.55e-02      2.89e-04    4.60e-04      3.70e-02    3.28e-02    1.3e-07
 437400      4.09e-02    4.00e-02      3.32e-04    5.90e-04      3.81e-02    3.68e-02    1.3e-07
 437500      3.85e-02    4.15e-02      2.86e-04    1.87e-04      3.58e-02    3.89e-02    1.3e-07
 437600      4.02e-02    3.90e-02      2.72e-04    1.55e-04      3.74e-02    3.65e-02    1.3e-07
 437700      4.19e-02    4.05e-02      1.55e-04    3.67e-04      3.92e-02    3.77e-02    1.3e-07
 437800      4.32e-02    4.08e-02      2.56e-04    3.37e-04      4.03e-02    3.81e-02    1.3e-07
 437900      4.15e-02    4.23e-02      3.57e-04    6.97e-04      3.86e-02    3.87e-02    1.3e-07
 438000      4.22e-02    4.51e-02      2.68e-04    9.02e-04      3.93e-02    4.07e-02    1.3e-07
 438100      3.92e-02    4.03e-02      1.33e-04    5.92e-04      3.67e-02    3.71e-02    1.3e-07
 438200      4.22e-02    3.90e-02      4.39e-04    4.23e-04      3.91e-02    3.62e-02    1.3e-07
 438300      4.05e-02    3.82e-02      4.29e-04    6.95e-05      3.76e-02    3.59e-02    1.3e-07
