#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
  26000      1.30e+00    1.19e+00      4.22e-04    8.19e-04      5.30e-02    4.85e-02    6.0e-04
  26100      1.40e+00    1.31e+00      1.04e-02    1.06e-02      5.71e-02    5.35e-02    6.0e-04
  26200      1.54e+00    1.48e+00      2.03e-02    2.07e-02      6.24e-02    5.99e-02    6.0e-04
  26300      1.31e+00    1.35e+00      9.45e-03    8.96e-03      5.34e-02    5.50e-02    6.0e-04
  26400      1.28e+00    1.33e+00      7.30e-03    7.88e-03      5.24e-02    5.42e-02    6.0e-04
  26500      1.49e+00    1.36e+00      3.76e-03    3.70e-03      6.09e-02    5.57e-02    6.0e-04
  26600      1.41e+00    1.29e+00      1.74e-03    1.70e-03      5.76e-02    5.28e-02    6.0e-04
  26700      1.29e+00    1.30e+00      1.16e-03    8.19e-04      5.28e-02    5.32e-02    6.0e-04
  26800      1.27e+00    1.22e+00      2.81e-02    2.83e-02      5.09e-02    4.88e-02    6.0e-04
  26900      1.34e+00    1.22e+00      2.10e-03    1.73e-03      5.46e-02    4.97e-02    6.0e-04
  27000      1.37e+00    1.31e+00      5.87e-03    4.72e-03      5.59e-02    5.37e-02    6.0e-04
  27100      1.39e+00    1.28e+00      5.23e-03    4.85e-03      5.66e-02    5.22e-02    6.0e-04
  27200      1.33e+00    1.47e+00      1.00e-03    1.56e-03      5.42e-02    6.00e-02    6.0e-04
  27300      1.32e+00    1.38e+00      5.97e-03    6.37e-03      5.40e-02    5.62e-02    6.0e-04
  27400      1.48e+00    1.37e+00      3.54e-02    3.49e-02      5.91e-02    5.44e-02    6.0e-04
  27500      1.29e+00    1.24e+00      2.11e-02    2.08e-02      5.21e-02    5.00e-02    6.0e-04
  27600      1.38e+00    1.39e+00      7.17e-03    7.77e-03      5.63e-02    5.69e-02    6.0e-04
  27700      1.64e+00    1.78e+00      1.39e-02    1.39e-02      6.69e-02    7.27e-02    6.0e-04
  27800      1.28e+00    1.25e+00      1.02e-02    1.09e-02      5.23e-02    5.09e-02    6.0e-04
  27900      1.24e+00    1.34e+00      1.92e-03    1.84e-03      5.06e-02    5.46e-02    6.0e-04
  28000      1.45e+00    1.36e+00      5.08e-03    5.99e-03      5.93e-02    5.54e-02    6.0e-04
  28100      1.36e+00    1.24e+00      2.16e-02    2.18e-02      5.51e-02    5.01e-02    6.0e-04
  28200      1.27e+00    1.29e+00      1.71e-02    1.73e-02      5.15e-02    5.23e-02    6.0e-04
  28300      1.35e+00    1.25e+00      7.08e-03    7.08e-03      5.51e-02    5.08e-02    6.0e-04
  28400      1.36e+00    1.21e+00      1.28e-02    1.27e-02      5.53e-02    4.93e-02    6.0e-04
  28500      1.32e+00    1.26e+00      9.84e-03    9.47e-03      5.40e-02    5.13e-02    6.0e-04
  28600      1.32e+00    1.30e+00      1.58e-02    1.53e-02      5.38e-02    5.26e-02    6.0e-04
  28700      1.18e+00    1.24e+00      1.89e-02    1.93e-02      4.79e-02    5.00e-02    6.0e-04
  28800      1.31e+00    1.28e+00      1.36e-02    1.40e-02      5.31e-02    5.21e-02    6.0e-04
  28900      1.36e+00    1.33e+00      1.09e-02    1.07e-02      5.54e-02    5.40e-02    6.0e-04
  29000      1.55e+00    1.47e+00      8.05e-03    8.14e-03      6.34e-02    5.98e-02    6.0e-04
  29100      1.33e+00    1.42e+00      3.96e-02    3.94e-02      5.24e-02    5.62e-02    6.0e-04
  29200      1.31e+00    1.37e+00      2.76e-02    2.72e-02      5.25e-02    5.50e-02    6.0e-04
  29300      1.27e+00    1.38e+00      4.25e-04    4.44e-04      5.18e-02    5.63e-02    6.0e-04
  29400      1.50e+00    1.41e+00      1.32e-02    1.29e-02      6.11e-02    5.73e-02    6.0e-04
  29500      1.36e+00    1.29e+00      1.17e-02    1.20e-02      5.53e-02    5.25e-02    6.0e-04
  29600      1.21e+00    1.25e+00      1.35e-03    1.26e-04      4.94e-02    5.11e-02    6.0e-04
  29700      1.28e+00    1.34e+00      6.44e-03    6.76e-03      5.23e-02    5.49e-02    6.0e-04
  29800      1.27e+00    1.16e+00      2.23e-03    3.82e-03      5.18e-02    4.74e-02    6.0e-04
  29900      1.33e+00    1.31e+00      2.50e-02    2.48e-02      5.35e-02    5.29e-02    6.0e-04
  30000      1.25e+00    1.26e+00      2.99e-03    3.46e-03      5.38e-02    5.41e-02    5.4e-04
  30100      1.19e+00    1.06e+00      1.59e-02    1.64e-02      5.09e-02    4.51e-02    5.4e-04
  30200      1.18e+00    1.06e+00      7.76e-03    7.71e-03      5.05e-02    4.53e-02    5.4e-04
  30300      1.27e+00    1.29e+00      1.12e-02    1.07e-02      5.45e-02    5.52e-02    5.4e-04
  30400      1.32e+00    1.17e+00      1.99e-02    2.05e-02      5.62e-02    4.97e-02    5.4e-04
  30500      1.17e+00    1.10e+00      1.28e-02    1.29e-02      5.01e-02    4.72e-02    5.4e-04
  30600      1.18e+00    1.16e+00      2.00e-02    2.03e-02      5.01e-02    4.91e-02    5.4e-04
  30700      1.11e+00    1.20e+00      5.74e-03    6.21e-03      4.76e-02    5.17e-02    5.4e-04
  30800      1.24e+00    1.15e+00      1.52e-03    8.59e-04      5.35e-02    4.96e-02    5.4e-04
  30900      1.18e+00    1.18e+00      3.23e-03    2.99e-03      5.06e-02    5.07e-02    5.4e-04
  31000      1.18e+00    1.06e+00      7.71e-03    8.06e-03      5.08e-02    4.53e-02    5.4e-04
  31100      1.17e+00    1.16e+00      3.36e-03    3.00e-03      5.02e-02    5.00e-02    5.4e-04
  31200      1.26e+00    1.03e+00      8.37e-03    8.15e-03      5.41e-02    4.41e-02    5.4e-04
  31300      1.18e+00    1.06e+00      1.32e-02    1.38e-02      5.03e-02    4.54e-02    5.4e-04
  31400      1.27e+00    1.33e+00      1.68e-02    1.61e-02      5.42e-02    5.69e-02    5.4e-04
  31500      1.16e+00    1.14e+00      1.17e-03    7.59e-04      5.00e-02    4.88e-02    5.4e-04
  31600      1.15e+00    1.21e+00      9.51e-03    1.03e-02      4.94e-02    5.17e-02    5.4e-04
  31700      1.28e+00    1.21e+00      4.37e-03    4.15e-03      5.49e-02    5.21e-02    5.4e-04
  31800      1.38e+00    1.37e+00      1.81e-02    1.76e-02      5.91e-02    5.83e-02    5.4e-04
  31900      1.21e+00    1.13e+00      2.55e-03    2.30e-03      5.19e-02    4.84e-02    5.4e-04
  32000      1.25e+00    1.15e+00      1.77e-03    1.49e-03      5.39e-02    4.93e-02    5.4e-04
  32100      1.26e+00    1.12e+00      1.68e-02    1.64e-02      5.37e-02    4.77e-02    5.4e-04
  32200      1.17e+00    1.12e+00      2.14e-02    2.09e-02      4.95e-02    4.72e-02    5.4e-04
  32300      1.19e+00    1.09e+00      2.00e-03    2.44e-03      5.13e-02    4.69e-02    5.4e-04
  32400      1.30e+00    1.18e+00      1.38e-02    1.32e-02      5.58e-02    5.06e-02    5.4e-04
  32500      1.32e+00    1.23e+00      5.93e-03    5.82e-03      5.68e-02    5.27e-02    5.4e-04
  32600      1.18e+00    1.13e+00      1.74e-02    1.67e-02      5.03e-02    4.82e-02    5.4e-04
  32700      1.21e+00    1.08e+00      1.55e-03    1.55e-03      5.21e-02    4.64e-02    5.4e-04
  32800      1.16e+00    1.17e+00      6.42e-03    6.18e-03      4.98e-02    5.01e-02    5.4e-04
  32900      1.26e+00    1.16e+00      5.92e-03    5.56e-03      5.42e-02    5.00e-02    5.4e-04
  33000      1.18e+00    1.12e+00      9.88e-03    1.01e-02      5.07e-02    4.82e-02    5.4e-04
  33100      1.23e+00    1.20e+00      8.99e-03    9.57e-03      5.28e-02    5.15e-02    5.4e-04
  33200      1.24e+00    1.14e+00      1.11e-02    1.04e-02      5.30e-02    4.90e-02    5.4e-04
  33300      1.19e+00    1.18e+00      1.63e-02    1.48e-02      5.08e-02    5.04e-02    5.4e-04
  33400      1.22e+00    1.18e+00      2.40e-02    2.43e-02      5.13e-02    4.97e-02    5.4e-04
  33500      1.20e+00    1.25e+00      1.67e-03    1.84e-03      5.18e-02    5.38e-02    5.4e-04
  33600      1.42e+00    1.36e+00      1.49e-02    1.45e-02      6.10e-02    5.80e-02    5.4e-04
  33700      1.29e+00    1.17e+00      7.35e-03    6.66e-03      5.54e-02    5.01e-02    5.4e-04
  33800      1.16e+00    1.20e+00      6.67e-03    6.30e-03      4.98e-02    5.15e-02    5.4e-04
  33900      1.22e+00    1.18e+00      8.56e-03    8.60e-03      5.25e-02    5.06e-02    5.4e-04
  34000      1.22e+00    1.28e+00      1.85e-02    1.90e-02      5.19e-02    5.45e-02    5.4e-04
  34100      1.19e+00    1.08e+00      2.01e-03    1.42e-03      5.11e-02    4.65e-02    5.4e-04
  34200      1.22e+00    1.12e+00      7.90e-03    8.30e-03      5.22e-02    4.80e-02    5.4e-04
  34300      1.07e+00    1.17e+00      3.20e-03    2.98e-03      4.59e-02    5.04e-02    5.4e-04
  34400      1.13e+00    1.18e+00      7.42e-04    1.90e-04      4.86e-02    5.07e-02    5.4e-04
  34500      1.27e+00    1.33e+00      3.08e-03    3.06e-03      5.45e-02    5.73e-02    5.4e-04
  34600      1.35e+00    1.29e+00      6.34e-03    5.73e-03      5.81e-02    5.56e-02    5.4e-04
  34700      1.07e+00    9.26e-01      4.80e-03    5.17e-03      4.59e-02    3.98e-02    5.4e-04
  34800      1.18e+00    1.16e+00      2.01e-02    2.01e-02      5.01e-02    4.90e-02    5.4e-04
  34900      1.19e+00    1.17e+00      6.86e-03    7.55e-03      5.12e-02    5.01e-02    5.4e-04
  35000      1.10e+00    9.79e-01      1.37e-02    1.34e-02      4.96e-02    4.39e-02    4.9e-04
  35100      1.27e+00    1.19e+00      1.24e-02    1.32e-02      5.74e-02    5.37e-02    4.9e-04
  35200      1.11e+00    1.16e+00      9.32e-03    9.08e-03      4.99e-02    5.23e-02    4.9e-04
  35300      1.06e+00    1.12e+00      1.08e-02    1.16e-02      4.78e-02    5.03e-02    4.9e-04
  35400      1.22e+00    1.10e+00      9.60e-03    1.00e-02      5.51e-02    4.98e-02    4.9e-04
  35500      1.12e+00    1.22e+00      4.81e-03    4.47e-03      5.07e-02    5.53e-02    4.9e-04
  35600      1.10e+00    1.09e+00      5.65e-03    6.61e-03      4.99e-02    4.92e-02    4.9e-04
  35700      1.14e+00    1.13e+00      9.61e-03    9.23e-03      5.16e-02    5.07e-02    4.9e-04
  35800      1.06e+00    1.03e+00      8.96e-03    8.91e-03      4.79e-02    4.66e-02    4.9e-04
  35900      1.04e+00    1.07e+00      1.56e-02    1.59e-02      4.64e-02    4.81e-02    4.9e-04
  36000      1.14e+00    1.20e+00      2.65e-03    2.12e-03      5.16e-02    5.43e-02    4.9e-04
  36100      1.22e+00    1.20e+00      3.44e-03    3.20e-03      5.50e-02    5.42e-02    4.9e-04
  36200      1.15e+00    1.14e+00      1.96e-02    1.96e-02      5.13e-02    5.10e-02    4.9e-04
  36300      1.11e+00    9.07e-01      7.53e-03    7.76e-03      5.00e-02    4.09e-02    4.9e-04
  36400      1.06e+00    1.08e+00      1.47e-02    1.46e-02      4.73e-02    4.82e-02    4.9e-04
  36500      1.21e+00    1.15e+00      2.30e-03    1.65e-03      5.47e-02    5.20e-02    4.9e-04
  36600      1.07e+00    1.05e+00      6.68e-03    6.38e-03      4.82e-02    4.76e-02    4.9e-04
  36700      1.04e+00    1.09e+00      3.73e-03    3.52e-03      4.69e-02    4.93e-02    4.9e-04
  36800      1.22e+00    1.22e+00      7.10e-03    6.37e-03      5.51e-02    5.52e-02    4.9e-04
  36900      1.09e+00    1.05e+00      2.20e-03    1.88e-03      4.94e-02    4.77e-02    4.9e-04
  37000      1.03e+00    9.61e-01      3.62e-04    1.04e-04      4.64e-02    4.35e-02    4.9e-04
  37100      1.08e+00    1.08e+00      1.08e-03    1.10e-03      4.88e-02    4.89e-02    4.9e-04
  37200      1.08e+00    9.81e-01      1.43e-03    2.10e-03      4.89e-02    4.44e-02    4.9e-04
  37300      1.06e+00    1.03e+00      7.57e-03    7.88e-03      4.79e-02    4.66e-02    4.9e-04
  37400      1.02e+00    1.10e+00      1.83e-02    1.78e-02      4.54e-02    4.91e-02    4.9e-04
  37500      1.07e+00    9.84e-01      4.32e-03    3.08e-03      4.84e-02    4.45e-02    4.9e-04
  37600      1.07e+00    1.09e+00      7.44e-03    7.80e-03      4.82e-02    4.90e-02    4.9e-04
  37700      1.14e+00    1.03e+00      5.46e-03    5.80e-03      5.14e-02    4.65e-02    4.9e-04
  37800      1.14e+00    1.15e+00      7.80e-04    1.52e-03      5.15e-02    5.22e-02    4.9e-04
  37900      1.28e+00    1.28e+00      1.33e-03    4.80e-05      5.78e-02    5.79e-02    4.9e-04
  38000      1.14e+00    1.10e+00      1.39e-03    2.97e-04      5.15e-02    4.98e-02    4.9e-04
  38100      1.04e+00    1.04e+00      8.23e-03    7.49e-03      4.67e-02    4.71e-02    4.9e-04
  38200      1.11e+00    1.04e+00      1.02e-02    1.06e-02      4.98e-02    4.68e-02    4.9e-04
  38300      1.10e+00    1.02e+00      9.79e-03    1.07e-02      4.95e-02    4.61e-02    4.9e-04
  38400      1.08e+00    1.06e+00      1.27e-03    1.04e-03      4.90e-02    4.80e-02    4.9e-04
  38500      1.11e+00    1.00e+00      1.49e-02    1.45e-02      4.99e-02    4.50e-02    4.9e-04
  38600      1.21e+00    1.17e+00      9.76e-03    9.76e-03      5.47e-02    5.30e-02    4.9e-04
  38700      1.39e+00    1.35e+00      1.57e-02    1.57e-02      6.25e-02    6.06e-02    4.9e-04
  38800      1.09e+00    1.04e+00      2.20e-03    1.96e-03      4.94e-02    4.70e-02    4.9e-04
  38900      1.11e+00    1.04e+00      3.46e-04    6.20e-05      5.01e-02    4.70e-02    4.9e-04
  39000      1.14e+00    1.10e+00      2.34e-02    2.32e-02      5.04e-02    4.88e-02    4.9e-04
  39100      1.09e+00    1.04e+00      3.87e-03    4.15e-03      4.94e-02    4.69e-02    4.9e-04
  39200      1.06e+00    1.16e+00      3.84e-03    3.63e-03      4.80e-02    5.24e-02    4.9e-04
  39300      1.07e+00    1.02e+00      9.13e-04    1.15e-03      4.85e-02    4.61e-02    4.9e-04
  39400      1.11e+00    1.15e+00      1.09e-03    1.23e-03      5.00e-02    5.22e-02    4.9e-04
  39500      1.02e+00    9.59e-01      2.16e-02    2.21e-02      4.49e-02    4.22e-02    4.9e-04
  39600      1.16e+00    1.20e+00      1.05e-02    9.82e-03      5.21e-02    5.42e-02    4.9e-04
  39700      9.89e-01    1.08e+00      1.57e-03    1.61e-03      4.48e-02    4.87e-02    4.9e-04
  39800      1.04e+00    9.73e-01      1.08e-03    9.56e-04      4.69e-02    4.40e-02    4.9e-04
  39900      1.05e+00    1.04e+00      3.84e-03    3.26e-03      4.74e-02    4.70e-02    4.9e-04
  40000      1.00e+00    9.93e-01      6.72e-04    1.14e-03      4.78e-02    4.73e-02    4.4e-04
  40100      1.04e+00    9.80e-01      9.24e-03    9.91e-03      4.93e-02    4.64e-02    4.4e-04
  40200      9.77e-01    9.24e-01      4.53e-03    4.79e-03      4.65e-02    4.40e-02    4.4e-04
  40300      1.00e+00    8.86e-01      7.43e-04    1.11e-03      4.77e-02    4.22e-02    4.4e-04
  40400      9.65e-01    9.72e-01      3.02e-03    3.13e-03      4.59e-02    4.63e-02    4.4e-04
  40500      9.48e-01    8.93e-01      4.48e-03    4.32e-03      4.51e-02    4.25e-02    4.4e-04
  40600      1.12e+00    9.48e-01      8.71e-03    8.10e-03      5.33e-02    4.50e-02    4.4e-04
  40700      1.02e+00    1.02e+00      1.08e-03    2.76e-04      4.86e-02    4.84e-02    4.4e-04
  40800      1.03e+00    1.03e+00      1.46e-02    1.42e-02      4.86e-02    4.85e-02    4.4e-04
  40900      9.70e-01    1.01e+00      8.35e-03    8.99e-03      4.60e-02    4.78e-02    4.4e-04
  41000      1.01e+00    8.97e-01      4.75e-03    4.47e-03      4.81e-02    4.27e-02    4.4e-04
  41100      1.05e+00    1.12e+00      7.87e-03    7.94e-03      4.98e-02    5.30e-02    4.4e-04
  41200      1.03e+00    9.97e-01      8.52e-03    8.41e-03      4.89e-02    4.73e-02    4.4e-04
  41300      1.02e+00    1.02e+00      9.52e-03    8.69e-03      4.84e-02    4.85e-02    4.4e-04
  41400      9.35e-01    9.71e-01      4.04e-03    4.03e-03      4.45e-02    4.62e-02    4.4e-04
  41500      1.01e+00    9.07e-01      5.38e-03    5.11e-03      4.82e-02    4.31e-02    4.4e-04
  41600      9.99e-01    9.64e-01      2.40e-04    8.57e-04      4.76e-02    4.59e-02    4.4e-04
  41700      9.89e-01    9.60e-01      4.56e-04    3.66e-04      4.71e-02    4.58e-02    4.4e-04
  41800      9.89e-01    1.06e+00      1.10e-03    6.13e-04      4.71e-02    5.04e-02    4.4e-04
  41900      1.05e+00    1.05e+00      8.02e-03    8.20e-03      4.99e-02    5.00e-02    4.4e-04
  42000      9.94e-01    1.08e+00      1.14e-02    1.13e-02      4.70e-02    5.11e-02    4.4e-04
  42100      9.85e-01    1.03e+00      3.83e-03    2.99e-03      4.69e-02    4.88e-02    4.4e-04
  42200      1.13e+00    1.09e+00      1.59e-02    1.53e-02      5.31e-02    5.13e-02    4.4e-04
  42300      1.04e+00    1.03e+00      5.72e-03    4.30e-03      4.95e-02    4.92e-02    4.4e-04
  42400      9.66e-01    9.69e-01      7.21e-04    5.22e-04      4.60e-02    4.62e-02    4.4e-04
  42500      1.24e+00    1.19e+00      2.08e-02    2.00e-02      5.84e-02    5.56e-02    4.4e-04
  42600      9.71e-01    1.00e+00      3.48e-04    7.27e-04      4.63e-02    4.78e-02    4.4e-04
  42700      1.09e+00    1.03e+00      7.92e-03    8.17e-03      5.16e-02    4.89e-02    4.4e-04
  42800      9.85e-01    1.04e+00      3.55e-03    3.52e-03      4.69e-02    4.94e-02    4.4e-04
  42900      9.85e-01    9.53e-01      3.81e-03    3.20e-03      4.69e-02    4.54e-02    4.4e-04
  43000      1.03e+00    9.78e-01      5.26e-03    5.27e-03      4.89e-02    4.65e-02    4.4e-04
  43100      9.67e-01    8.99e-01      4.55e-04    2.56e-05      4.61e-02    4.28e-02    4.4e-04
  43200      9.92e-01    9.60e-01      1.65e-02    1.57e-02      4.65e-02    4.50e-02    4.4e-04
  43300      9.36e-01    9.18e-01      7.59e-03    7.69e-03      4.44e-02    4.35e-02    4.4e-04
  43400      9.66e-01    9.77e-01      2.13e-03    2.05e-03      4.60e-02    4.65e-02    4.4e-04
  43500      1.00e+00    1.07e+00      1.82e-02    1.76e-02      4.67e-02    5.04e-02    4.4e-04
  43600      9.67e-01    1.00e+00      1.01e-03    6.44e-04      4.61e-02    4.77e-02    4.4e-04
  43700      1.21e+00    1.25e+00      3.87e-03    2.82e-03      5.76e-02    5.96e-02    4.4e-04
  43800      9.89e-01    1.03e+00      4.63e-03    5.21e-03      4.70e-02    4.91e-02    4.4e-04
  43900      1.04e+00    1.07e+00      5.31e-03    5.71e-03      4.96e-02    5.11e-02    4.4e-04
  44000      9.78e-01    9.37e-01      3.26e-04    1.74e-04      4.66e-02    4.46e-02    4.4e-04
  44100      9.90e-01    9.69e-01      3.03e-03    2.43e-03      4.71e-02    4.62e-02    4.4e-04
  44200      1.09e+00    1.12e+00      2.91e-03    2.46e-03      5.20e-02    5.34e-02    4.4e-04
  44300      9.55e-01    8.69e-01      3.88e-03    3.98e-03      4.54e-02    4.14e-02    4.4e-04
  44400      9.99e-01    9.42e-01      1.02e-02    1.12e-02      4.73e-02    4.45e-02    4.4e-04
  44500      9.61e-01    9.80e-01      2.96e-03    3.02e-03      4.57e-02    4.67e-02    4.4e-04
  44600      1.01e+00    8.90e-01      2.16e-03    2.72e-03      4.81e-02    4.23e-02    4.4e-04
  44700      9.70e-01    1.14e+00      7.87e-03    8.38e-03      4.60e-02    5.41e-02    4.4e-04
  44800      9.88e-01    9.62e-01      6.08e-03    5.55e-03      4.70e-02    4.57e-02    4.4e-04
  44900      9.80e-01    9.50e-01      1.59e-02    1.65e-02      4.60e-02    4.45e-02    4.4e-04
  45000      9.61e-01    8.19e-01      1.05e-02    1.09e-02      4.78e-02    4.06e-02    4.0e-04
  45100      9.39e-01    1.03e+00      4.86e-03    5.65e-03      4.70e-02    5.18e-02    4.0e-04
  45200      9.81e-01    9.90e-01      5.38e-03    5.41e-03      4.91e-02    4.96e-02    4.0e-04
  45300      9.18e-01    8.95e-01      1.94e-02    1.87e-02      4.48e-02    4.37e-02    4.0e-04
  45400      8.98e-01    8.73e-01      9.58e-03    9.69e-03      4.47e-02    4.34e-02    4.0e-04
  45500      9.70e-01    8.93e-01      9.30e-03    1.01e-02      4.84e-02    4.44e-02    4.0e-04
  45600      9.22e-01    9.38e-01      6.53e-03    6.38e-03      4.61e-02    4.69e-02    4.0e-04
  45700      9.35e-01    8.98e-01      2.97e-03    2.86e-03      4.68e-02    4.50e-02    4.0e-04
  45800      1.06e+00    9.79e-01      3.65e-03    3.84e-03      5.30e-02    4.90e-02    4.0e-04
  45900      9.78e-01    9.46e-01      3.67e-04    4.18e-04      4.90e-02    4.74e-02    4.0e-04
  46000      9.85e-01    8.73e-01      3.48e-03    3.73e-03      4.93e-02    4.37e-02    4.0e-04
  46100      9.55e-01    9.14e-01      9.92e-03    9.29e-03      4.76e-02    4.55e-02    4.0e-04
  46200      9.70e-01    8.88e-01      8.07e-03    8.31e-03      4.85e-02    4.43e-02    4.0e-04
  46300      9.13e-01    8.58e-01      3.10e-03    2.55e-03      4.57e-02    4.30e-02    4.0e-04
